Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,Description,HasTraverse,HasSloper,Hascrimp,Hassloper,Hastraverse,Hasarete,Hasjug,Hasundercling,Hascave,Hasroof,Haspinch,Hasmantle
Little Chucky,Chuckawalla Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/107934846/little-chucky,2.8,-1,Boulder,V4,1,8,34.02056,-116.16505,"[<div class=""fr-view"">SDS in small roof to the lower left of Flintlock Dyno. Start left hand on dish (has small crimp on it) and right hand on pinch and using the flake/scoops, work up and right into Flintlock finishing with the dyno. <br/> <br/> Fun/flow movement, worth getting on if your in the area.</div>, <div class=""fr-view"">On Chuckawalla Boulder</div>, <div class=""fr-view"">pads</div>, <div class=""fr-view""><ul><li><a href=""https://youtu.be/XbusiQVla54"" rel=""nofollow noopener noreferrer"" target=""_blank"">https://youtu.be/XbusiQVla54</a></li><li><a href=""https://youtu.be/scAk2NMlwmw?t=378"" rel=""nofollow noopener noreferrer"" target=""_blank"">https://youtu.be/scAk2NMlwmw?t=378</a></li><li>https://youtu.be/IHDHeeGgCe8</li></ul></div>]",0,0,1,0,0,0,0,0,0,1,1,0
False Hueco,False Hueco Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106048286/false-hueco,2.8,-1,Boulder,V1,1,11,34.01912,-116.16529,"[<div class=""fr-view"">SDS under the largest part of the roof opening.  problem moves up into a large hueco and finishes on a good sharp top out.</div>, <div class=""fr-view"">pad and a spotter.  if you fall without a spotter, you may bounce off down the ramp.</div>]",0,0,0,0,0,0,0,0,0,1,0,0
Betty Jo Yablonksi,Betty Jo Rock > Entrance Boulder & Vicinity > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105725209/betty-jo-yablonksi,3.6,-1,Boulder,5.10a V0 R,1,25,34.01247,-116.16861,"[<div class=""fr-view"">One of 10 or so classic high balls in the Park, as well as one of the easiest, this is the first climbable feature you'll see on your left as you enter the real Hidden valley corridor. Refrain from setting a TR and just go for it as the crux is encountered midway while leaving the top is a feeling to be savored and not feared. <br/> <br/>  Don't expect to send in a quiet setting as foot traffic is heavy here. That's ok though, more people to hoot as you top out!</div>, <div class=""fr-view"">On a small, east-facing wall 75' west of and facing the Entrance Boulder, and right off the trail leading into Real Hidden Valley.</div>, <div class=""fr-view"">A pad (more is nicer)</div>]",0,0,0,0,0,0,0,0,0,0,0,0
The Womb,The Womb > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106051737/the-womb,2.7,-1,Boulder,V-easy,1,13,34.01398,-116.16039,"[<div class=""fr-view"">Um... no crux ;)  Very fun climb with easy hands. Climb up and to the left, over the arrete.</div>, <div class=""fr-view"">From Manx Boulders walk toward main park road.  ""The Womb"" boulder is to your right about 1/4 of a mile, near the main rocks.  ""The Womb"" is on the far side of the boulder.  This is visible, but a bit hard to discern, from the road.</div>, <div class=""fr-view"">Crash pad.</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Not So Thin Lizzy,Lizzie Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105725713/not-so-thin-lizzy,2.7,-1,Boulder,V3,1,10,34.01974,-116.16614,"[<div class=""fr-view"">Climb the overhanging arete on the boulder starting at a jug. Long move to decent holds, then go to the jugs and top out. Quite fun, atypical for Josh bouldering.</div>, <div class=""fr-view"">Crash Pads and a spotter</div>]",0,0,0,0,0,1,1,0,0,0,0,0
The Boxer Problem,Manx Boulders - Northwest Face > Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105908403/the-boxer-problem,2.5,-1,Boulder,V2,1,13,34.01431,-116.15814,"[<div class=""fr-view"">A fun problem that is a good bit easier for tall people. Make a long move to a crimp, step up onto a bad foot and grab the undercling. Mantle over the top on good slopers. For short people, getting the undercling will likely be the crux, for taller people the topout.</div>, <div class=""fr-view"">Just left of Undertow, going to an obvious undercling flake about 8ft off the ground. Descend by chimneying down between the two boulders.</div>, <div class=""fr-view"">Pad.</div>]",0,0,1,1,0,0,0,1,0,0,0,1
Chuckawalla,Chuckawalla Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105725470/chuckawalla,2.5,-1,Boulder,V1,1,15,34.02056,-116.16505,"[<div class=""fr-view"">This short but sweet problem is located on the north face of the eponymous Chuckawalla Boulder which is located very near the infamous Iron Door Cave. <br/> <br/> A series of balancy liebacks are the heart of this problem which offers fun and balancy movement throughout it's length. The movement on this problem is reminiscent of the <a href=""https://www.mountainproject.com/route/106039374/fry-problem"">Fry Problem</a> near Cap Rock.   <br/> <br/> A sit start (V6) exists to this problem which powers left into the normal start via slopers, gastons and liebacks making this problem nearly twice as long.</div>, <div class=""fr-view"">pad</div>]",0,0,0,1,0,0,0,0,1,0,0,0
High Noon,Gunsmoke Wall > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105722908/high-noon,3.5,-1,Boulder,V5,1,16,34.02858,-116.14508,"[<div class=""fr-view"">A vertical, flaring crack that rises 15 ft. above the center of the Gunsmoke traverse. <br/> <br/> Climb juggy rails up to a vertical crack with a big move to the sloping lip. An easy mantel gets you onto the ledge, ending the problem. Walk off the ramp to the left.</div>, <div class=""fr-view"">A pad may be desirable as the ground is hard packed dirt.</div>]",1,0,0,0,1,0,1,0,0,0,0,0
Thingamajig,Manx Boulders - Southeast Face > Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105933364/thingamajig,2.4,-1,Boulder,V0-,1,16,34.01419,-116.15821,"[<div class=""fr-view"">Edges up a slab to a juggy vertical section.  Crux is up high, but the moves are relatively easy to reverse for those that don't like committing on high moves.</div>, <div class=""fr-view"">The east face of the Manx Boulders.  Look for obviously juggy holds at the top of the boulder.</div>, <div class=""fr-view"">Crashpad</div>]",0,0,0,0,0,0,1,0,0,0,0,0
Streetcar Named Desire,Streetcar Boulder > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105722911/streetcar-named-desire,3.8,-1,Boulder,V6-7,1,13,34.02758,-116.14483,"[<div class=""fr-view"">The obvious dihedral found several hundred feet East of Gunsmoke. Ascends a shallow dihedral of coarse Jtree monzogranite with increasingly difficult and technical stemming moves, up to a small roof cap that guards a juggy sloper above it. Some mantel to the left, some mantel to the right. <br/> <br/> The run-n-jump is prolly V5</div>, <div class=""fr-view"">A pad is nice, hard dirt.</div>, <div class=""fr-view""><ul><li><a href=""http://www.youtube.com/watch?v=M78TfjBOcuM"" rel=""nofollow noopener noreferrer"" target=""_blank"">http://www.youtube.com/watch?v=M78TfjBOcuM</a></li><li><a href=""https://www.youtube.com/watch?v=IiOUJvg4LCY"" rel=""nofollow noopener noreferrer"" target=""_blank"">https://www.youtube.com/watch?v=IiOUJvg4LCY</a></li></ul></div>]",0,0,0,1,0,0,1,0,0,1,0,0
Lynn Hill Memorial Face Problem,Lynn Hill Memorial Boulder > King Dome Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106118096/lynn-hill-memorial-face-problem,3.7,-1,Boulder,V4,1,20,34.00377,-116.14932,"[<div class=""fr-view"">Climb sidepulls and thin ledges to a horizontal rail about 3/4 up.  From here, the crux requires a left gaston on a small crystal and some balance.  Exit up and right.</div>, <div class=""fr-view"">From the Hall of Horrors parking lot, take the trail along the right side of the formations. You will pass the two main formations (East Wall, then West Wall). A larger section of desert separates the West Wall from King Dome. Cross this and head to the NE corner of Kingdome. There is one, very large boulder located on this corner. LHMFP is the only climb located on the SW face (other climbs are located on the NW, and NE faces).</div>, <div class=""fr-view"">pads and a spotter.  sandy landing but with a few yucca nearby.</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Holenoid (aka The Grundle from Down Under),Pinhead Boulder > HVCG North > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106169368/holenoid-aka-the-grundle-from-down-under,2.3,-1,Boulder,V0+,1,15,34.01999,-116.16161,"[<div class=""fr-view"">Use the big hole in the face around and left of <a href=""https://www.mountainproject.com/route/105722209/pinhead"">Pinhead</a> to get into a right veering, flaring trough to reach high for topout.</div>, <div class=""fr-view"">pad</div>]",0,0,0,0,0,0,0,0,0,0,0,0
Igneous Ambiance,Igneous Boulder > Echo Cove Bouldering > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/108854273/igneous-ambiance,3.5,-1,Boulder,V7,1,8,34.02588,-116.1595,"[<div class=""fr-view"">Start at low horn and jug, pull powerful moves leading to a large move to a perfect uncut rail, traverse slightly left and up to gain high plated jugs.</div>, <div class=""fr-view"">Middle of the Igneous Boulder.</div>, <div class=""fr-view"">pads and a good spot</div>]",1,0,0,0,1,0,1,0,0,0,0,0
The Halfling,Halfling Boulder > The Hang > Planet X Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106649431/the-halfling,2.5,-1,Boulder,V1+,1,15,33.99792,-116.15341,"[<div class=""fr-view""><p>SDS at the undercut arete and crimp and pinch your way up the grainy arete using creative body english to an easy topout.</p><ul><li>Â The problem can be done from a standing start at V0.</li></ul></div>, <div class=""fr-view"">The northeast arete of the boulder.</div>, <div class=""fr-view"">pad</div>]",0,0,1,0,0,1,0,0,0,0,1,0
Bulgemaster,Tilt-o-Meter Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106332352/bulgemaster,2.7,-1,Boulder,V2,1,10,34.02044,-116.16555,"[<div class=""fr-view"">Start with an obvious hole for your right hand and a jug for your left and punch it out a small overlap to knobby bumps and then make the crux moves as you work to get established on the slab above.</div>, <div class=""fr-view"">Southwest corner of the boulder.</div>, <div class=""fr-view"">pad</div>]",0,0,0,0,0,0,1,0,0,0,0,0
Meadows Direct,Meadows Boulder > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106708072/meadows-direct,3.5,-1,Boulder,V6,1,15,33.99418,-116.14301,"[<div class=""fr-view"">Sit start under the overhang with hands on two good holds.    Make a long reach to the good slot then hold the swing as you get established below the next long move. <br/> <br/> Make another long move to the good break, then finish rightwards and mantel.</div>, <div class=""fr-view"">Right end of NW face</div>, <div class=""fr-view"">Pads</div>, <div class=""fr-view""><ul><li><a href=""https://youtu.be/15Z6sPKUPhs"" rel=""nofollow noopener noreferrer"" target=""_blank"">https://youtu.be/15Z6sPKUPhs</a></li><li><a href=""https://vimeo.com/340963895"" rel=""nofollow noopener noreferrer"" target=""_blank"">https://vimeo.com/340963895</a></li><li><a href=""https://www.instagram.com/p/CKsTL_Wlgu5/"" rel=""nofollow noopener noreferrer"" target=""_blank"">https://www.instagram.com/p/CKsTL_Wlgu5/</a></li></ul></div>]",0,0,0,0,0,0,0,0,0,0,0,0
Sweetielicious,Illicit Sweetie Boulder > The Hang > Planet X Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106649385/sweetielicious,2.4,-1,Boulder,V0-,1,18,33.99802,-116.15351,"[<div class=""fr-view""><p>Start from a diagonal crack and some plates with marginal feet and climb the slanting arete with progressively better holds.</p></div>, <div class=""fr-view"">Right side of the east face at an arete.</div>, <div class=""fr-view"">pad</div>]",0,0,0,0,0,1,0,0,0,0,0,0
Turnbuckle,Turnbuckle Rock > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106076122/turnbuckle,2.4,-1,Boulder,V1+,1,12,34.00964,-116.16705,"[<div class=""fr-view"">Start with both hands in a high undercling/lieback flake and smeared feet, shorter people will be at a disadvantage here, to work into the undercling then make a reach over the lip for a grainy flake and finish with an easy mantle. An easy descent is found on the opposite (east) side of the boulder. <br/> <br/> Rated V3 in the JT Bouldering guide, but this problem seems much easier than that and doesn't compare to similarly rated problems.</div>, <div class=""fr-view"">This fun and somwhat unique problem is found on the west face of the boulder just left of center.</div>, <div class=""fr-view"">pad</div>]",0,0,0,0,0,0,0,1,0,0,0,1
Fidelman Arete,Fidelman Boulder > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106123972/fidelman-arete,2.1,-1,Boulder,V1,1,15,33.98416,-116.1526,"[<div class=""fr-view"">This climbs the undercut arete on the south end of the boulder.</div>, <div class=""fr-view"">Pad.</div>]",0,0,0,0,0,1,0,0,0,0,0,0
Flintlock Dyno,Chuckawalla Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105725467/flintlock-dyno,2,-1,Boulder,V0,1,10,34.02056,-116.16505,"[<div class=""fr-view"">This short but fun dyno/reach problem is located just right of <a href=""https://www.mountainproject.com/route/105725470/chuckawalla"">Chuckawalla</a> (V1) on the far right side of the Chuckawalla Boulder. <br/> <br/> This somewhat height-dependent problem starts with both hands matched on a large flat rail and involves a dyno or long reach to the incut jugs at the lip - kinda like going for the top of a fence. An easy descent exists off the northeast corner of the boulder.  <br/> <br/> A fun variation (V1) to this problem it to SDS with hands matched on the large flake/jug just to the left and work up to the rail and then work up small edges before grabbing the lip.</div>, <div class=""fr-view"">pad</div>]",0,0,0,0,0,0,1,0,0,0,0,0
